Zone,Category,Offers,Price_m2_med,Price_m2_mean,Price_med,Price_mean,Rooms_med,Diff,Zone_Level,Year,Month,Week,Zone_Catg,Inputs,Outputs,Keep,Inputs_pct,Outputs_pct,Keep_pct,Price_Up,Price_Down,Price_Keep
San Diego,Fl55In1bBj,1,1648,1648,89000,89000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Almendrales,Fl35In1b,1,2125,2125,85000,85000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Aguilas,Fl65Ex1bLf,1,1572,1572,95900,95900,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Aguilas,Fl55Ex1bLf,1,1542,1542,91000,91000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl65In1b,1,1159,1159,80000,80000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Aeropuerto,Fl75In1b,1,919,919,73500,73500,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl75Ex1bBj,1,1219,1219,89000,89000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Diego,Fl75Ex1bLfBj,1,1042,1042,75000,75000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Fermin,Fl55Ex1b,1,1696,1696,89900,89900,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Isidro,Fl35Ex1b,1,2500,2500,99999,99999,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Simancas,Fl45Ex1bBj,1,1837,1837,89990,89990,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Acacias,Fl15In1bLf,1,5500,5500,99000,99000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Isidro,Fl35In1bLf,1,2105,2105,80000,80000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Isidro,Fl45In1bBj,1,2302,2302,99000,99000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Isidro,Fl45In1bLf,1,2205,2205,97000,97000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Isidro,Fl55In1b,1,1725,1725,88000,88000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Isidro,Fl65In1b,1,1304,1304,90000,90000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Isidro,Fl75Ex1b,1,1394,1394,99000,99000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
San Isidro,Fl75In2bBj,1,1186,1186,94900,94900,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Simancas,Fl35Ex1bLfBj,1,2781,2781,89000,89000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Simancas,Fl45Ex1b,1,2043,2043,89900,89900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta del Angel,Fl45Ex1bBj,1,1500,1500,75000,75000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta Bonita,Fl95Ex1b,1,900,900,90000,90000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Buena Vista,Fl25Ex1bBj,1,3312,3312,82800,82800,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Moscardo,Fl45In1b,1,1889,1889,85000,85000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl55In1b,1,1885,1885,98000,98000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Los Rosales,Fl55In1b,1,1150,1150,69000,69000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Los Rosales,Fl65Ex1b,1,1523,1523,99000,99000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Lucero,Fl25Ex1bBj,1,3167,3167,95000,95000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Lucero,Fl35Ex1bLf,1,2595,2595,96000,96000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Lucero,Fl45Ex1bBj,1,2321,2321,97500,97500,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl55Ex1bLf,1,1796,1796,97000,97000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Lucero,Fl55In2b,1,1593,1593,94000,94000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Malasaña-Universidad,Fl15Ex1bBj,1,4250,4250,85000,85000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Moscardo,Fl45Ex1bLf,1,2302,2302,99000,99000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Moscardo,Fl55Ex1bLf,1,1809,1809,99500,99500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Campamento,Fl65Ex1b,1,1284,1284,86000,86000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl25In1bBj,1,2263,2263,67900,67900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl45In1b,1,1980,1980,99000,99000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl45Ex1bLfBj,1,2270,2270,99900,99900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl35In1bBj,1,2257,2257,79000,79000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl45Ex1bLf,1,2039,2039,99900,99900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl45Ex1bBj,1,1979,1979,95000,95000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl45In1b,1,1527,1527,70250,70250,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl45In1bBj,1,2152,2152,99000,99000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl35Ex1bLfBj,1,2105,2105,80000,80000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Campamento,Fl65Ex1bBj,1,1477,1477,96000,96000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Los Rosales,Fl45In1b,1,1667,1667,80000,80000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Los Carmenes,Fl75Ex1bLf,1,1236,1236,89000,89000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Los Carmenes,Fl45In1b,1,1951,1951,91700,91700,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Los Carmenes,Fl35Ex1bLf,1,2708,2708,97500,97500,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ensanche de Vallecas - La Gavia,Fl55Ex2bLf,1,1707,1707,99000,99000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Entrevias,Fl55Ex1bLf,1,1636,1636,90000,90000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ensanche de Vallecas - La Gavia,Fl55Ex1bLfBj,1,1473,1473,82500,82500,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Entrevias,Fl65Ex1bBj,1,1446,1446,94000,94000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Entrevias,Fl65Ex1bLf,1,1414,1414,99000,99000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Ensanche de Vallecas - La Gavia,Fl35Ex1bLf,1,2500,2500,100000,100000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Fuente del Berro,Fl25Ex1bLf,1,4318,4318,95000,95000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Delicias,Fl25In1b,1,3167,3167,95000,95000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Comillas,Fl55Ex1bBj,1,1534,1534,89000,89000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Comillas,Fl55Ex1b,1,1667,1667,100000,100000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Hellin,Fl55Ex1bBj,1,1754,1754,100000,100000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Hellin,Fl55In1b,1,1753,1753,99900,99900,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Lavapies-Embajadores,Fl15Ex1bLf,1,4450,4450,89000,89000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Comillas,Fl35Ex1b,1,2775,2775,99900,99900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Chueca-Justicia,Fl15In1bLf,1,6667,6667,100000,100000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Lavapies-Embajadores,Fl25In1bBj,1,3000,3000,78000,78000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Lavapies-Embajadores,Fl35In1bLfBj,1,3194,3194,99000,99000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Lavapies-Embajadores,Fl75In1bLf,1,1254,1254,89000,89000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl75Ex1b,1,1284,1284,95000,95000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Los Angeles,Fl55Ex1bBj,1,1664,1664,99840,99840,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Casco Historico de Vallecas,Fl65In1bBj,1,1491,1491,99900,99900,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl55Ex1bLfBj,1,1633,1633,98000,98000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl65In1bBj,1,1431,1431,93000,93000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta del Angel,Fl35Ex1bBj,1,2179,2179,85000,85000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pradolongo,Fl45Ex1b,1,2302,2302,99000,99000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palos de Moguer,Fl35In1b,1,2632,2632,100000,100000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pilar,Fl25Ex1bLf,1,3827,3827,99500,99500,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pinar del Rey,Fl25Ex1bBj,1,3267,3267,98000,98000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pinar del Rey,Fl35In1b,1,2474,2474,94000,94000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pinar del Rey,Fl35In1bBj,1,2474,2474,94000,94000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Butarque,Fl55In1b,1,1571,1571,88000,88000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Butarque,Fl45In1b,1,1644,1644,74000,74000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Portazgo,Fl55In1bLf,1,1923,1923,100000,100000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Portazgo,Fl65In1bBj,1,1623,1623,99000,99000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Buena Vista,Fl65Ex1b,1,1586,1586,99900,99900,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pradolongo,Fl45Ex1bBj,1,2045,2045,90000,90000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Numancia,Fl75In1b,1,1234,1234,95000,95000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pradolongo,Fl55Ex1bBj,1,1317,1317,79000,79000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pradolongo,Fl65Ex1b,1,1219,1219,78000,78000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pueblo Nuevo,Fl25Ex1bBj,1,3300,3300,99000,99000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta Bonita,Fl35Ex1bBj,1,2909,2909,96000,96000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta Bonita,Fl45Ex1bBj,1,2000,2000,98000,98000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Buena Vista,Fl45In1b,1,1900,1900,95000,95000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta Bonita,Fl55Ex1bBj,1,1904,1904,99000,99000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Entrevias,Fl45In1b,1,2179,2179,91500,91500,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta del Angel,Fl25In1bBj,1,3333,3333,100000,100000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Puerta del Angel,Fl35Ex1b,1,3078,3078,98500,98500,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras sureste,Fl65In1b,1,1508,1508,98000,98000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras sureste,Fl55In1b,1,1550,1550,89900,89900,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras sureste,Fl55Ex1bLf,1,1417,1417,85000,85000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Butarque,Fl65In1b,1,1426,1426,97000,97000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Pacifico,Fl35Ex1bLf,1,2611,2611,94000,94000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palacio,Fl15In1b,1,6714,6714,94000,94000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palacio,Fl15In1bBj,1,5263,5263,100000,100000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palacio,Fl25Ex1bBj,1,4500,4500,99000,99000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl35Ex1bBj,1,1969,1969,63000,63000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl35In1bBj,1,3000,3000,99000,99000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
12 de Octubre-Orcasur,Fl45In1b,1,2143,2143,90000,90000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl45Ex1bLfBj,1,1913,1913,88000,88000,0.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl45Ex2b,1,1838,1838,91900,91900,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl45In1b,1,1890,1890,94500,94500,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Campamento,Fl55Ex1bBj,1,1667,1667,100000,100000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl55In1b,1,1375,1375,77000,77000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl65Ex1b,1,1613,1613,100000,100000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl65Ex1bLf,1,1413,1413,89000,89000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl65In1b,1,1154,1154,75000,75000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl75Ex1bBj,1,792,792,61000,61000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras Bajas,Fl95In2bBj,1,957,957,91907,91907,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras sureste,Fl25Ex1b,1,2160,2160,64800,64800,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Butarque,Fl95Ex1b,1,990,990,97000,97000,3.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras sureste,Fl25In1b,1,2333,2333,70000,70000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Palomeras sureste,Fl35Ex1bBj,1,1919,1919,71000,71000,1.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Zofio,Fl75Ex1b,1,958,958,68000,68000,2.00,0.00,neighborhood,2021,M01,W02,,,,,,,,,,
Madrid,,523,1712,1877,92000,90304,,0.00,municipality,2021,M01,W02,Madrid,60.00,54.00,463.00,11.47,10.44,88.53,0.00,0.00,463.00
Villaverde,Fl55Ex1b,27,1500,1497,86000,85874,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,25.00
Villaverde,Fl65Ex1b,26,1367,1363,89950,89753,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,24.00
Puente de Vallecas,Fl55Ex1b,25,1652,1652,93000,93688,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,25.00
San Blas,Fl55Ex1b,17,1759,1745,95000,95194,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,15.00
Puente de Vallecas,Fl45Ex1b,14,1847,1845,89000,86485,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,12.00
Puente de Vallecas,Fl65Ex1b,13,1403,1413,94000,92826,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,13.00
Carabanchel,Fl55In1b,10,1701,1663,89450,89269,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,7.00
Villaverde,Fl55Ex1bBj,9,1571,1553,88000,89760,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,8.00
Carabanchel,Fl55Ex1b,9,1778,1744,96000,96988,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,8.00
San Blas,Fl45Ex1b,9,1920,1932,95000,92877,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,9.00
Puente de Vallecas,Fl45Ex1bBj,9,1889,1826,87000,86833,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,8.00
Puente de Vallecas,Fl75Ex1b,8,1241,1251,96500,95000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,8.00
Tetuan,Fl25In1bBj,7,3333,3554,91200,93385,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,7.00
Villaverde,Fl75Ex1b,7,1253,1195,94000,89212,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,7.00
Villaverde,Fl55In1b,7,1500,1442,88000,82428,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,7.00
Usera,Fl55Ex1b,7,1690,1700,98000,94557,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,5.00
Puente de Vallecas,Fl45In1b,7,1778,1772,80000,80921,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,4.00
Villaverde,Fl65In1b,6,1324,1314,84137,86015,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,5.00
Villaverde,Fl65Ex1bLf,6,1334,1317,89950,89760,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,6.00
Villaverde,Fl75In1b,6,1228,1236,94500,94500,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,6.00
Villa de Vallecas,Fl45Ex1bLf,6,1929,1962,96000,96150,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,6.00
Puente de Vallecas,Fl35Ex1bBj,5,2368,2254,90000,82900,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,5.00
Carabanchel,Fl55Ex1bBj,5,1552,1635,89999,91699,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Usera,Fl45Ex1b,5,2143,2146,90000,93800,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,5.00
Puente de Vallecas,Fl65In1b,5,1431,1373,93000,89200,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,4.00
Villa de Vallecas,Fl55Ex1b,5,1650,1662,95000,94300,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,4.00
Puente de Vallecas,Fl55Ex1bLf,4,1650,1603,94950,93725,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Puente de Vallecas,Fl65Ex1bLf,4,1413,1447,95337,94668,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Puente de Vallecas,Fl55Ex1bBj,4,1497,1495,80500,82475,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,4.00
Puente de Vallecas,Fl45Ex1bLf,4,2085,1927,93879,88689,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Puente de Vallecas,Fl55In1b,4,1623,1605,92450,89350,2.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,4.00
Usera,Fl55Ex1bBj,4,1435,1489,78875,83187,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Carabanchel,Fl45Ex1b,4,2211,2195,99000,98250,1.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
San Blas,Fl45Ex1bBj,4,1920,1957,93000,93222,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,4.00
Carabanchel,Fl35Ex1bBj,4,2337,2344,86500,84750,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,4.00
Puente de Vallecas,Fl35Ex1b,4,2418,2395,88250,86875,1.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,4.00
Latina,Fl65Ex1b,4,1285,1279,87950,86475,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Latina,Fl45In1b,4,2155,2145,94600,94050,1.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Latina,Fl35In1b,3,3078,3122,98500,98833,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Puente de Vallecas,Fl45In1bBj,3,1978,2019,89000,91566,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Latina,Fl35Ex1bBj,3,1900,1993,76000,79000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Villa de Vallecas,Fl45Ex1b,3,1900,1925,95000,95633,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Villa de Vallecas,Fl55Ex1bLf,3,1765,1775,90000,92333,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Usera,Fl45In1b,3,2130,2054,90000,91000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Centro,Fl25In1b,3,3000,3181,89000,84500,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Usera,Fl45Ex1bBj,3,2045,1988,90000,86166,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Centro,Fl15In1b,3,5333,5665,95999,96333,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Carabanchel,Fl25In1bBj,3,3067,2948,82800,79866,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Villaverde,Fl65Ex1bBj,3,1354,1355,88000,89966,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Carabanchel,Fl45In1b,3,1957,2035,95890,96630,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Tetuan,Fl25In1b,3,3442,3304,89500,89966,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,3.00
Carabanchel,Fl75Ex1b,3,1132,1213,84900,87633,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Puente de Vallecas,Fl25Ex1bBj,3,2500,2788,75000,72666,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Villaverde,Fl45Ex1b,3,1760,1763,88000,81833,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Puente de Vallecas,Fl55In1bLfBj,3,1667,1626,90000,88333,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl75Ex1bBj,2,1005,1005,75000,75000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Tetuan,Fl35Ex1bBj,2,2710,2710,98000,98000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Puente de Vallecas,Fl65In1bBj,2,1527,1527,96000,96000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Usera,Fl35In1bBj,2,2188,2188,74000,74000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Puente de Vallecas,Fl85Ex2b,2,1113,1113,93520,93520,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Usera,Fl55In1bBj,2,1684,1684,90500,90500,1.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
San Blas,Fl45Ex1bLfBj,2,2189,2189,94175,94175,1.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Usera,Fl35Ex1b,2,2791,2791,93450,93450,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
San Blas,Fl45In1b,2,1990,1990,96500,96500,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Puente de Vallecas,Fl25In1bBj,2,2379,2379,68900,68900,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Usera,Fl55In1b,2,1768,1768,99000,99000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Puente de Vallecas,Fl35In1bBj,2,2628,2628,89000,89000,0.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
San Blas,Fl55Ex1bBj,2,1695,1695,95000,95000,2.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Latina,Fl35Ex1bLf,2,2651,2651,96750,96750,0.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Hortaleza,Fl35Ex1bBj,2,2693,2693,99000,99000,0.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Carabanchel,Fl65In1b,2,1253,1253,84679,84679,2.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Villa de Vallecas,Fl65Ex1b,2,1596,1596,98950,98950,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Villaverde,Fl55In1bLf,2,1271,1271,71095,71095,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villa de Vallecas,Fl55Ex1bBj,2,1714,1714,94000,94000,2.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl45Ex1bBj,2,1910,1910,86250,86250,1.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Villaverde,Fl55Ex1bLf,2,1623,1623,97400,97400,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Carabanchel,Fl45In1bBj,2,2251,2251,99000,99000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
San Blas,Fl55In1b,2,1658,1658,91400,91400,2.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Villaverde,Fl55In1bBj,2,1585,1585,88000,88000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Ciudad Lineal,Fl35Ex1bBj,2,2840,2840,98000,98000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Carabanchel,Fl35Ex1b,2,2637,2637,99949,99949,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Vicalvaro,Fl55In1b,2,1754,1754,100000,100000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
